名称,大类,中类,小类,地址,省,市,区,WGS84_经度,WGS84_纬度
银河口腔回龙观门诊部,医疗保健服务,诊所,诊所,回龙观西大街北50米,北京市,北京市,昌平区,116.3297881,40.07889243
中医西医口腔,医疗保健服务,专科医院,口腔医院,回龙观西大街9-17号附近,北京市,北京市,昌平区,116.3326024,40.08098397
北医医林国医馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观西大街9号附近,北京市,北京市,昌平区,116.3349123,40.08004972
芭比堂动物医院(北京爱可行分院),医疗保健服务,动物医疗场所,宠物诊所,回龙观西大街9号院7-6号,北京市,北京市,昌平区,116.335939,40.08005282
北京挪亚动物诊所拓瑞动物医学检测定点医院,医疗保健服务,医疗保健服务场所,医疗保健服务场所,龙腾街11号附近,北京市,北京市,昌平区,116.33185,40.07411285
美清堂医药超市,医疗保健服务,医药保健销售店,药房,回龙观西大街南50米,北京市,北京市,昌平区,116.3300266,40.07817003
长寿工程理家课堂,医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观文华市场,北京市,北京市,昌平区,116.3315848,40.08032993
康骨堂,医疗保健服务,医疗保健服务场所,医疗保健服务场所,龙禧苑四区路口南200米,北京市,北京市,昌平区,116.3318292,40.08033347
东粤康泰(阳光观店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观西大街上北中心9号院6底商,北京市,北京市,昌平区,116.3364698,40.08005584
天保堂(回龙观二店),医疗保健服务,医药保健销售店,药房,回龙观西大街9号院9-2号,北京市,北京市,昌平区,116.3339635,40.07996849
养清堂医药超市(上品折扣店),医疗保健服务,医药保健销售店,药房,回龙观西大街北店时代广场D座物美大卖场对面,北京市,北京市,昌平区,116.3301693,40.07797477
自然养生馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,文华西路与龙禧三街交叉口西南150米,北京市,北京市,昌平区,116.331022,40.08065797
众百健平价药店,医疗保健服务,医药保健销售店,医药保健相关,回龙观西大街9号院9号楼9-2室,北京市,北京市,昌平区,116.3340483,40.07982334
叮当快药(北京市回龙观),医疗保健服务,医药保健销售店,药房,回龙观镇龙腾苑5区4号楼3号,北京市,北京市,昌平区,116.3293228,40.07407564
叮当智慧药房(回龙观店),医疗保健服务,医药保健销售店,药房,回龙观镇龙腾苑5区4号楼3号,北京市,北京市,昌平区,116.3294505,40.07413439
振则通声波治疗仪(文华西路),医疗保健服务,医药保健销售店,医疗保健用品,回龙观文华西路文华市场,北京市,北京市,昌平区,116.3317963,40.08070351
藏诺养正堂(北店时代广场E座北),医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观文华市场内32号,北京市,北京市,昌平区,116.3312586,40.08010456
康骨堂颈腰椎服务中心(文华西路),医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观文华西路文华市场南侧牌楼旁18号,北京市,北京市,昌平区,116.3317285,40.08034666
怀顺堂,医疗保健服务,医药保健销售店,药房,回龙观西大街9-17号附近,北京市,北京市,昌平区,116.3325525,40.08076608
健尔康之家(北店时代广场E座西北),医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观文化街48号,北京市,北京市,昌平区,116.3309652,40.08062808
福气多健康家居(文华店),医疗保健服务,医药保健销售店,医药保健相关,回龙观文化街41号,北京市,北京市,昌平区,116.3309961,40.08037904
北京北城中医医院,医疗保健服务,专科医院,专科医院,回龙观文华东路18号,北京市,北京市,昌平区,116.3442386,40.07576923
北京张国华龙跃苑诊所,医疗保健服务,诊所,诊所,博为思英语附近,北京市,北京市,昌平区,116.3418259,40.07407956
国家非营利性医院,医疗保健服务,综合医院,综合医院,文华东路18号附近,北京市,北京市,昌平区,116.3441967,40.07593029
北京龙城中医医院,医疗保健服务,综合医院,综合医院,文华东路3号附近,北京市,北京市,昌平区,116.3440619,40.0762895
北城医院甲状腺,医疗保健服务,专科医院,专科医院,回龙观文华东路龙跃苑一区F0335-1-3,北京市,北京市,昌平区,116.3442975,40.07570313
龙跃苑社区卫生服务站,医疗保健服务,综合医院,卫生院,龙跃苑三区1号楼,北京市,北京市,昌平区,116.347571,40.07401469
皓瑞齿科,医疗保健服务,专科医院,口腔医院,回龙观龙跃苑3区3号楼,北京市,北京市,昌平区,116.3457447,40.07403376
雅邦口腔,医疗保健服务,专科医院,口腔医院|医疗保健服务,文华东路16号,北京市,北京市,昌平区,116.3442013,40.0787671
庆庚堂中医诊所,医疗保健服务,诊所,诊所,回龙观,北京市,北京市,昌平区,116.3462218,40.07393996
叶成源中医诊所口腔科,医疗保健服务,专科医院,口腔医院,龙跃苑4区4号楼1单元102室底商,北京市,北京市,昌平区,116.3401026,40.07411163
北京卫士诊所,医疗保健服务,综合医院,卫生院,文华东路与龙跃街交叉口东100米,北京市,北京市,昌平区,116.3449134,40.07409318
姜东正中医诊所,医疗保健服务,诊所,诊所,回龙观龙跃园3区2号楼7号底商,北京市,北京市,昌平区,116.3462417,40.07402892
康源门诊,医疗保健服务,诊所,诊所,回龙观镇龙跃苑四区2号楼一层四单元,北京市,北京市,昌平区,116.3418309,40.07406655
康泰惠民平价药品药房,医疗保健服务,医药保健销售店,药房,回龙观镇龙跃苑一区4号楼1号底商,北京市,北京市,昌平区,116.34395,40.07782659
医圣中科健康馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,良庄西街与龙跃街交叉口西150米,北京市,北京市,昌平区,116.3465301,40.07406943
龙康口腔专科,医疗保健服务,专科医院,口腔医院,回龙观东大街336号院1号楼102-103,北京市,北京市,昌平区,116.3461932,40.07888368
正东姜中医诊所,医疗保健服务,诊所,诊所,龙跃街南50米,北京市,北京市,昌平区,116.3463445,40.07391575
多彩换新社区服务站,医疗保健服务,诊所,诊所,龙跃苑四区3号馨元语言表演艺术团附近,北京市,北京市,昌平区,116.3402603,40.07398035
北京星希望孤独症康复中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观文华东路30号龙跃苑3区西南门,北京市,北京市,昌平区,116.3443719,40.07138028
瑞吉纳口腔(昌平1店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观东大街(美廉美对面),北京市,北京市,昌平区,116.3460424,40.07975788
北京叶成源中医诊所(叶成源店),医疗保健服务,专科医院,口腔医院|医疗保健服务,回龙观镇龙跃苑四区4号楼1单元102室,北京市,北京市,昌平区,116.3400268,40.07402977
博艾堂,医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观东大街118号附近,北京市,北京市,昌平区,116.3460485,40.07851995
特别健康,医疗保健服务,医疗保健服务场所,医疗保健服务场所,北回归线336号院1号楼底商110号,北京市,北京市,昌平区,116.3455805,40.07891572
京北爱宠宠物诊所,医疗保健服务,动物医疗场所,宠物诊所,回龙观龙跃四区3号楼,北京市,北京市,昌平区,116.3409408,40.07408713
中医骨科诊所,医疗保健服务,诊所,诊所,良庄西街与龙跃街交叉口东北100米,北京市,北京市,昌平区,116.3486647,40.07484882
蒙正大药房(龙跃东店),医疗保健服务,医药保健销售店,药房,文华东路与龙跃街交叉口东150米,北京市,北京市,昌平区,116.3454853,40.0740392
龙康口腔(昌平店),医疗保健服务,诊所,诊所,回龙观东大街336号院1号楼102号,北京市,北京市,昌平区,116.3460545,40.07899191
桔色成人旗舰店(文华东路),医疗保健服务,医药保健销售店,医疗保健用品,回龙观东大街336号北回归线2号楼首层邮政对面,北京市,北京市,昌平区,116.3441684,40.07885615
俏妈妈产后恢复中心(回龙观店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观东大街北回归线小区1号楼413室(近美廉美),北京市,北京市,昌平区,116.3460186,40.07885698
中盟健康生活馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,良庄西街与龙跃街交叉口东北50米附近,北京市,北京市,昌平区,116.3487227,40.07439476
营养快乐家园,医疗保健服务,医疗保健服务场所,医疗保健服务场所,文华路东100米,北京市,北京市,昌平区,116.3391393,40.07722116
蒙正大药房(龙跃苑店),医疗保健服务,医药保健销售店,药房,龙跃街梦思足疗保健旁,北京市,北京市,昌平区,116.3406594,40.07409263
爱转角成人用品无人售货店,医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观龙跃苑4区4号楼,北京市,北京市,昌平区,116.3394371,40.07398183
龙跃苑三区社区残疾人康复站,医疗保健服务,医疗保健服务场所,医疗保健服务场所,龙跃街,北京市,北京市,昌平区,116.347609,40.07392463
北京叶成源口腔诊所(叶成源店),医疗保健服务,专科医院,口腔医院,回龙观镇龙跃苑四区4号楼1单元102室底商,北京市,北京市,昌平区,116.3399649,40.07409587
北京佳廉堂诊所,医疗保健服务,诊所,诊所,良庄西街与龙跃街交叉口东50米,北京市,北京市,昌平区,116.3488508,40.07176272
博华火灸馆,医疗保健服务,医疗保健服务场所,医疗保健服务场所,良庄西街与龙跃街交叉口东50米,北京市,北京市,昌平区,116.3487649,40.07184285
龙跃苑门诊,医疗保健服务,诊所,诊所,回龙观龙跃苑4区2号楼一层,北京市,北京市,昌平区,116.3489366,40.07185057
健安堂药店(天龙苑西南),医疗保健服务,医药保健销售店,药房,回龙观镇天龙苑矩阵小区24号楼102,北京市,北京市,昌平区,116.3476701,40.07950316
同仁堂(回龙观药店),医疗保健服务,医药保健销售店,药房|医疗保健服务,回龙观东大街3号楼2号,北京市,北京市,昌平区,116.3543123,40.07990956
济宁医学院教学医院,医疗保健服务,综合医院,综合医院,回龙观东大街310号附近,北京市,北京市,昌平区,116.3507053,40.07854227
无限极(龙跃街),医疗保健服务,医药保健销售店,医疗保健用品,龙跃苑东二区17号底商,北京市,北京市,昌平区,116.3516899,40.07467496
凯歌口腔回龙观分诊,医疗保健服务,专科医院,口腔医院,龙跃街龙跃苑东四区2号楼(近霍营地铁),北京市,北京市,昌平区,116.3510681,40.07419398
紫色医疗门诊(霍营店),医疗保健服务,诊所,诊所,龙跃街跃苑东2区17号楼4单元102室,北京市,北京市,昌平区,116.3513475,40.07463851
东方国医堂中医康复门诊,医疗保健服务,诊所,诊所,回龙观科星西路39号(霍营中心小学对面),北京市,北京市,昌平区,116.3524395,40.07413082
北京安顺医院,医疗保健服务,综合医院,综合医院,黄平路09号,北京市,北京市,昌平区,116.3566711,40.07243655
昶胤中医门诊,医疗保健服务,诊所,诊所,龙跃街北50米,北京市,北京市,昌平区,116.350615,40.07452468
回龙观社区卫生服务中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,科星西路66号附近,北京市,北京市,昌平区,116.3528528,40.07400919
昶胤门诊,医疗保健服务,诊所,诊所,龙跃街5号附近,北京市,北京市,昌平区,116.3503076,40.07453417
东方国医堂,医疗保健服务,诊所,诊所,回龙观科星西路39号楼,北京市,北京市,昌平区,116.3524725,40.07379279
回龙观社区卫生服务中心(国风美唐分中心),医疗保健服务,医疗保健服务场所,医疗保健服务场所,龙跃街南50米,北京市,北京市,昌平区,116.3548541,40.07440411
靓洁口腔(龙跃苑店),医疗保健服务,专科医院,口腔医院,回龙观龙跃苑东五区1号楼1层7号霍营地铁E口直行路口左转50米,北京市,北京市,昌平区,116.3506552,40.07181179
北京京都儿童医院,医疗保健服务,专科医院,专科医院,回龙观东大街308号,北京市,北京市,昌平区,116.3509488,40.07873187
北京鹤云中医研究院,医疗保健服务,专科医院,口腔医院,回龙观东大街矩阵小区门口,北京市,北京市,昌平区,116.3494725,40.08024514
北京福康眼视光中心,医疗保健服务,医疗保健服务场所,医疗保健服务场所,龙跃苑东四区3号,北京市,北京市,昌平区,116.3494643,40.07410956
益寿阳光大药房(龙跃苑店),医疗保健服务,医药保健销售店,药房,龙跃苑东二区18号,北京市,北京市,昌平区,116.3510132,40.07461304
国安社区品质生活体验中心(龙跃店),医疗保健服务,医疗保健服务场所,医疗保健服务场所,良庄西街与龙跃街交叉口东150米,北京市,北京市,昌平区,116.3496019,40.07446432
内外妇儿口腔中医针灸按摩,医疗保健服务,医疗保健服务场所,医疗保健服务场所,回龙观东大街145号附近,北京市,北京市,昌平区,116.3494834,40.08020013
北京鹤云中医研究院门诊,医疗保健服务,诊所,诊所,回龙观天龙苑29号楼,北京市,北京市,昌平区,116.3495653,40.080089
